X,Y,osm_id,osm_way_id,name,type,aeroway,amenity,admin_level,barrier,boundary,building,craft,geological,historic,land_area,landuse,leisure,man_made,military,natural,office,place,shop,sport,tourism,other_tags,vertex_index,vertex_part,vertex_part_ring,vertex_part_index,distance,angle
173.2886149,-41.2716939,,"228015294",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,315.00000000000000
173.2886149,-41.2715404,,"228015294",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00015350000000,45.00000000000000
173.2887333,-41.2715404,,"228015294",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00027189999999,135.00000000000000
173.2887333,-41.2716939,,"228015294",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00042540000000,225.00000000000000
173.2886149,-41.2716939,,"228015294",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00054379999999,315.00000000000000
173.2883797,-41.2715804,,"228015295",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,225.00000000000000
173.2882579,-41.2715804,,"228015295",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00012180000002,315.00000000000000
173.2882579,-41.2714385,,"228015295",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00026370000001,45.00000000000000
173.2883797,-41.2714385,,"228015295",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00038550000003,135.00000000000000
173.2883797,-41.2715804,,"228015295",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00052740000002,225.00000000000000
173.2904004,-41.272201,,"228015296",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,315.00000000000000
173.2904004,-41.272055,,"228015296",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00014600000000,45.00000000000000
173.2905242,-41.272055,,"228015296",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00026979999998,135.00000000000000
173.2905242,-41.272201,,"228015296",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00041579999998,225.00000000000000
173.2904004,-41.272201,,"228015296",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00053959999997,315.00000000000000
173.2861344,-41.2698733,,"228015297",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,316.65810562701478
173.2859554,-41.2698696,,"228015297",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00017903823614,226.65810562701475
173.2859518,-41.2699663,,"228015297",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00027580522432,136.65810562701481
173.2861308,-41.26997,,"228015297",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00045484346046,46.65810562701478
173.2861344,-41.2698733,,"228015297",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00055161044863,316.65810562701478
173.2853091,-41.270162,,"228015298",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,315.61783366664355
173.2853115,-41.2699868,,"228015298",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00017521643759,45.61783366664352
173.285464,-41.269988,,"228015298",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00032772115881,135.61783366664352
173.2854616,-41.2701632,,"228015298",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00050293759640,225.61783366664352
173.2853091,-41.270162,,"228015298",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00065544231762,315.61783366664355
173.2912318,-41.272481,,"228015299",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,225.00000000000000
173.291051,-41.272481,,"228015299",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00018079999998,315.00000000000000
173.291051,-41.2724081,,"228015299",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00025369999998,45.00000000000000
173.2912318,-41.2724081,,"228015299",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00043449999996,135.00000000000000
173.2912318,-41.272481,,"228015299",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00050739999996,225.00000000000000
173.286609,-41.2702605,,"228015300",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,135.00000000000000
173.286609,-41.2703335,,"228015300",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00007300000000,225.00000000000000
173.2864876,-41.2703335,,"228015300",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00019440000001,315.00000000000000
173.2864876,-41.2702605,,"228015300",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00026740000001,45.00000000000000
173.286609,-41.2702605,,"228015300",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00038880000002,135.00000000000000
173.2875193,-41.2706415,,"228015301",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,314.40038808623876
173.2875181,-41.2705521,,"228015301",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00008940805333,44.40038808623878
173.2876646,-41.270551,,"228015301",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00023591218296,134.40038808623879
173.2876658,-41.2706404,,"228015301",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00032532023629,224.40038808623876
173.2875193,-41.2706415,,"228015301",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00047182436593,314.40038808623876
173.2872001,-41.2707573,,"228015302",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,315.00000000000000
173.2872001,-41.2706625,,"228015302",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00009480000000,45.00000000000000
173.2876649,-41.2706625,,"228015302",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00055960000000,135.00000000000000
173.2876649,-41.2707573,,"228015302",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00065440000000,225.00000000000000
173.2872001,-41.2707573,,"228015302",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00111920000001,315.00000000000000
173.2873069,-41.2704271,,"228015303",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,44.66975136192512
173.2875205,-41.2704262,,"228015303",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00021360189605,134.66975136190959
173.2875212,-41.2705219,,"228015303",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00030930445610,224.66975136095664
173.2873076,-41.2705228,,"228015303",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00052290635215,314.66975136097216
173.2873069,-41.2704271,,"228015303",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00061860891221,44.66975136192512
173.2869826,-41.2700561,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,225.18529604603108
173.2868978,-41.2700559,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00008480023584,270.12474699225777
173.2866974,-41.2700555,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00028520063503,315.17475067339234
173.2866977,-41.2699824,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00035830125062,45.18788308509024
173.2869829,-41.2699831,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00064350210967,135.18804414830157
173.2869826,-41.2700561,,"228015304",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00071650272610,225.18529604603108
173.2878209,-41.271127,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,224.83866428599677
173.2878212,-41.2712148,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00008780051253,134.85303208516208
173.2879963,-41.2712145,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00026290076953,44.87156059322362
173.2879959,-41.2710701,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00040730132354,314.88686029551138
173.2879111,-41.2710702,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00049210138250,224.91560253825736
173.2879112,-41.2711268,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00054870147084,224.88593503680428
173.2878209,-41.271127,,"228015305",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00063900169231,224.83866428599677
173.2864839,-41.2699969,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,295.34969368692094
173.2864548,-41.2699403,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00006364251724,25.43852907399589
173.286524,-41.2699257,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00013436592212,38.02993295954037
173.2865179,-41.2697533,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00030687380600,46.86649560674918
173.2865992,-41.2697615,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00038858628975,137.87971634324600
173.2865992,-41.2699722,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00059928628975,218.95431830896229
173.2864839,-41.2699969,,"228015306",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00071720227679,295.34969368692094
173.2861215,-41.2702226,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,316.64795145881158
173.2861272,-41.2700681,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00015460510987,2.10726046472294
173.2861308,-41.26997,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00025277114269,2.11685401732787
173.2861344,-41.2698733,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00034953813087,2.07968819597653
173.2861356,-41.2698394,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00038345936315,46.60517949046638
173.2862954,-41.2698427,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00054329343337,136.64515358263435
173.2862813,-41.2702259,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00092675275325,226.64515358390759
173.2861215,-41.2702226,,"228015307",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00108658682346,316.64795145881158
173.2867563,-41.2702026,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,224.89682713834284
173.2867565,-41.2702796,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00007700025974,224.87497547434813
173.2866999,-41.2702797,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00013360034808,224.88790934559049
173.2867,-41.2703263,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00018020045537,134.90827274708363
173.2868894,-41.2703261,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00036960056098,44.89830783809482
173.2868893,-41.270286,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00040970068567,314.84252958941022
173.286856,-41.2702861,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00044300083583,314.87970276632632
173.2868559,-41.2702025,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00052660089563,314.93696927751256
173.2867563,-41.2702026,,"228015308",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00062620094583,224.89682713834284
173.2873814,-41.2732802,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,226.21362086324217
173.2873796,-41.2733469,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00006672428343,136.19263813306239
173.2875161,-41.2733489,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00020323893466,136.20439666768823
173.2875151,-41.2733854,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00023975263072,136.21222609743504
173.2875821,-41.2733864,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00030676009299,46.20537972713478
173.2875849,-41.2732833,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00040989810732,316.20967605332459
173.2874854,-41.2732818,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00050940941321,270.87254702071328
173.2873814,-41.2732802,,"228924051",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00061342172020,226.21362086324217
173.2874329,-41.2725492,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,136.67768541450468
173.2875616,-41.2725523,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00012873732948,47.50239927568522
173.287576,-41.272325,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00035649300998,47.08445573448162
173.2876708,-41.2723259,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00045129728203,44.89462759444525
173.2876696,-41.2722348,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00054240518509,315.19376725006657
173.2874439,-41.2722303,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00076815004106,226.55888152892240
173.2874329,-41.2725492,,"308150635",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00108723969931,136.67768541450468
173.287576,-41.272325,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,227.08445573448165
173.2875616,-41.2725523,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00022775568050,136.63396397729193
173.2878023,-41.2725508,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00046846035433,43.14452534717098
173.2877976,-41.2724706,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00054879795449,316.68057937601372
173.2877339,-41.2724631,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00061293795761,320.19981472629547
173.2877426,-41.272328,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00074831779362,317.67993911733578
173.2876708,-41.2723259,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00082014849737,271.10961759325625
173.287576,-41.272325,,"308150636",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00091495276942,227.08445573448165
173.2878077,-41.2723658,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,228.12736357939551
173.2877976,-41.2724706,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00010528556406,181.07546425194559
173.2878023,-41.2725508,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00018562316422,132.41732088348118
173.2878687,-41.2725487,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00025205636373,46.51388412133160
173.2878841,-41.2723668,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00043460709641,317.79456584345883
173.2878077,-41.2723658,,"308150637",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00051101364064,228.12736357939551
173.2933301,-41.2666088,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,316.68853200253119
173.293023,-41.2666023,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00030716878095,226.65539352710357
173.2930196,-41.2666951,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00040003104454,136.65215453668691
173.2930766,-41.2666963,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00045704367472,136.66290786081981
173.2930707,-41.2668557,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00061655282807,136.66645400603258
173.2932407,-41.2668593,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00078659094147,46.67924691897356
173.2932443,-41.2667632,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00088275834759,46.68211400124982
173.2933242,-41.2667649,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00096267643065,46.69170623960358
173.2933301,-41.2666088,,"435110039",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00111888788989,316.68853200253119
173.2943966,-41.26922,,"435110040",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,135.74421729505465
173.2946188,-41.2692221,,"435110040",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00022220992327,45.74402176369402
173.2946228,-41.26898,,"435110040",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00046434296521,315.73113002136802
173.2944006,-41.268978,,"435110040",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00068655196595,225.73132555272869
173.2943966,-41.26922,,"435110040",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00092858502155,135.74421729505465
173.2944143,-41.2689536,,"435110041",Sprig & Fern,,,pub,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Nelson"",""addr:housenumber""=>""134"",""addr:street""=>""Milton Street"",""addr:suburb""=>""The Wood"",""opening_hours""=>""Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00"",""ref:linz:address_id""=>""317537"",""website""=>""http://www.sprigandferntaverns.co.nz/taverns/milton-street-nelson""","0","0","0","0",0.00000000000000,315.81810272300572
173.2944165,-41.2688327,,"435110041",Sprig & Fern,,,pub,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Nelson"",""addr:housenumber""=>""134"",""addr:street""=>""Milton Street"",""addr:suburb""=>""The Wood"",""opening_hours""=>""Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00"",""ref:linz:address_id""=>""317537"",""website""=>""http://www.sprigandferntaverns.co.nz/taverns/milton-street-nelson""","1","0","0","1",0.00012092001489,45.81810272451230
173.2945516,-41.2688341,,"435110041",Sprig & Fern,,,pub,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Nelson"",""addr:housenumber""=>""134"",""addr:street""=>""Milton Street"",""addr:suburb""=>""The Wood"",""opening_hours""=>""Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00"",""ref:linz:address_id""=>""317537"",""website""=>""http://www.sprigandferntaverns.co.nz/taverns/milton-street-nelson""","2","0","0","2",0.00025602726858,135.81810272454291
173.2945494,-41.268955,,"435110041",Sprig & Fern,,,pub,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Nelson"",""addr:housenumber""=>""134"",""addr:street""=>""Milton Street"",""addr:suburb""=>""The Wood"",""opening_hours""=>""Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00"",""ref:linz:address_id""=>""317537"",""website""=>""http://www.sprigandferntaverns.co.nz/taverns/milton-street-nelson""","3","0","0","3",0.00037694728346,225.81810272303639
173.2944143,-41.2689536,,"435110041",Sprig & Fern,,,pub,,,,yes,,,,,,,,,,,,,,,"""addr:city""=>""Nelson"",""addr:housenumber""=>""134"",""addr:street""=>""Milton Street"",""addr:suburb""=>""The Wood"",""opening_hours""=>""Tu-Sa 10:00-22:00; Su-Mo 10:00-21:00"",""ref:linz:address_id""=>""317537"",""website""=>""http://www.sprigandferntaverns.co.nz/taverns/milton-street-nelson""","4","0","0","4",0.00051205453715,315.81810272300572
173.2916468,-41.2676908,,"435110042",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,228.22500896077773
173.2914874,-41.2676843,,"435110042",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00015953247318,318.22500896077770
173.2914974,-41.2675453,,"435110042",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00029889172117,48.22500896077772
173.2916568,-41.2675518,,"435110042",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00045842419436,138.22500896077773
173.2916468,-41.2676908,,"435110042",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00059778344234,228.22500896077773
173.2914667,-41.2693837,,"435110043",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,316.47379567157799
173.2914697,-41.2692922,,"435110043",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00009154916711,46.47342612437630
173.2916144,-41.2692949,,"435110043",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00023627435496,136.50470053912767
173.2916113,-41.2693864,,"435110043",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00032782685357,226.50507008632931
173.2914667,-41.2693837,,"435110043",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00047245205884,316.47379567157799
173.2934199,-41.2660742,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,316.90006598322049
173.2934255,-41.2659418,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00013251837608,46.87195927007500
173.2934645,-41.2659427,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00017152875930,46.97552877544036
173.2934654,-41.2659231,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00019114941168,47.00818178723184
173.2936347,-41.2659272,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00036049905001,136.93841730476581
173.2936329,-41.2659686,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00040193816198,136.93938229432004
173.293703,-41.2659703,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00047205877234,136.90924249216749
173.2937002,-41.2660363,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00053811813959,226.90405887518111
173.2935174,-41.2660319,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00072097108594,226.90911052096507
173.2935155,-41.2660765,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"9","0","0","9",0.00076561153844,226.90878284975119
173.2934199,-41.2660742,,"445008550",,,,,,,,yes,,,,,,,,,,,,,,,,"10","0","0","10",0.00086123920181,316.90006598322049
173.2952305,-41.2654584,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,272.87323071096671
173.2951217,-41.2653676,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00014171125572,2.88788386464496
173.2952184,-41.2653022,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00025845049506,2.86717702473817
173.2952058,-41.2652917,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00027485201939,2.84797307784545
173.2952842,-41.2652386,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00036954188158,92.89299920761717
173.2953342,-41.2652804,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00043471273397,182.91472005642879
173.2953132,-41.2652946,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00046006307913,182.90747551581708
173.295343,-41.2653195,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00049889669858,182.88396727689255
173.2952435,-41.2653869,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00061907577331,182.85297430284433
173.295285,-41.2654215,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"9","0","0","9",0.00067310733816,182.85931248617169
173.2952305,-41.2654584,,"445008552",,,,,,,,yes,,,,,,,,,,,,,,,,"10","0","0","10",0.00073892420530,272.87323071096671
173.2946385,-41.2661979,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,134.85055857996480
173.2947625,-41.2661977,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00012400016129,44.88163299125333
173.2947624,-41.266158,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00016370028724,44.92783922552651
173.2947846,-41.266158,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00018590028725,44.94974058454837
173.2947845,-41.266101,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00024290037497,314.83955693516191
173.2947585,-41.2661011,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00026890056727,314.79710506244174
173.2947584,-41.2660702,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00029980072908,314.86543645661658
173.2946215,-41.2660704,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00043670087517,224.87857048264360
173.2946217,-41.2661424,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00050870115295,134.92042273785529
173.2946383,-41.2661424,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"9","0","0","9",0.00052530115296,134.89676481423797
173.2946385,-41.2661979,,"445008555",,,,,,,,yes,,,,,,,,,,,,,,,,"10","0","0","10",0.00058080151332,134.85055857996480
173.2964381,-41.2664993,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"0","0","0","0",0.00000000000000,136.37638655658975
173.2965461,-41.2665011,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"1","0","0","1",0.00010801499897,46.31729398927064
173.2965501,-41.2663647,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"2","0","0","2",0.00024447363739,316.34645526047916
173.2964879,-41.2663636,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"3","0","0","3",0.00030668336332,226.51135874508364
173.2964875,-41.266375,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"4","0","0","4",0.00031809037871,226.44144866030840
173.2964547,-41.2663745,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"5","0","0","5",0.00035089418947,226.32058533888585
173.2964537,-41.2664069,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"6","0","0","6",0.00038330961790,226.32631680734869
173.2964019,-41.2664061,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"7","0","0","7",0.00043511579513,226.27947282415548
173.2964005,-41.266454,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"8","0","0","8",0.00048303625006,136.35120722507440
173.2964395,-41.2664547,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"9","0","0","9",0.00052204253159,136.41310361240483
173.2964381,-41.2664993,,"445008564",,,,,,,,yes,,,,,,,,,,,,,,,,"10","0","0","10",0.00056666449928,136.37638655658975
